accX_neck,accY_neck,accZ_neck,magX_neck,magY_neck,magZ_neck,gyroX_neck,gyroY_neck,gyroZ_neck,Timestamp,accX_shoulder_l,accY_shoulder_l,accZ_shoulder_l,magX_shoulder_l,magY_shoulder_l,magZ_shoulder_l,gyroX_shoulder_l,gyroY_shoulder_l,gyroZ_shoulder_l,accX_shoulder_r,accY_shoulder_r,accZ_shoulder_r,magX_shoulder_r,magY_shoulder_r,magZ_shoulder_r,gyroX_shoulder_r,gyroY_shoulder_r,gyroZ_shoulder_r,accX_back,accY_back,accZ_back,magX_back,magY_back,magZ_back,gyroX_back,gyroY_back,gyroZ_back,category
0.14599609375,-1.33349609375,1.42333984375,53.67814407814408,-24.14017094017094,-100.15921855921856,-3.21197509765625,-0.2593994140625,2.14385986328125,1636102630.020037,0.17529296875,0.345703125,1.92333984375,21.29133089133089,-146.64029304029305,-14.244200244200243,-0.030517578125,1.07574462890625,0.48065185546875,0.11083984375,0.3681640625,2.0517578125,231.5057387057387,62.82442002442002,57.42661782661782,-1.007080078125,-0.030517578125,0.79345703125,-1.18798828125,0.564453125,1.52685546875,-84.26568986568986,73.62002442002442,-51.87887667887668,-0.93841552734375,1.83868408203125,0.55694580078125,0
0.14892578125,-1.318359375,1.486328125,54.27789987789988,-24.739926739926737,-100.0092796092796,-1.21307373046875,0.74005126953125,2.34222412109375,1636102635.015383,0.1748046875,0.35546875,1.93212890625,20.24175824175824,-147.0901098901099,-15.593650793650793,-0.1678466796875,1.1749267578125,0.732421875,0.1083984375,0.36572265625,2.02685546875,232.55531135531135,62.52454212454212,57.42661782661782,-1.220703125,0.0457763671875,0.77056884765625,-1.20556640625,0.58056640625,1.5458984375,-82.01660561660562,72.72039072039071,-52.02881562881563,-0.2899169921875,1.03759765625,0.8697509765625,0
0.14697265625,-1.314453125,1.46728515625,55.47741147741147,-23.84029304029304,-99.4095238095238,-1.0986328125,0.4730224609375,2.31170654296875,1636102640.010826,0.173828125,0.3525390625,1.94140625,20.24175824175824,-149.48913308913308,-14.544078144078144,0.03814697265625,1.21307373046875,0.67138671875,0.11669921875,0.3583984375,2.03759765625,232.55531135531135,62.074725274725274,56.826862026862024,-0.8087158203125,0.030517578125,0.72479248046875,-1.19580078125,0.572265625,1.53125,-83.96581196581197,71.82075702075701,-53.67814407814408,-0.06866455078125,1.16729736328125,0.89263916015625,0
0.15185546875,-1.32470703125,1.46044921875,53.67814407814408,-22.34090354090354,-99.4095238095238,-1.35040283203125,0.57220458984375,2.410888671875,1636102645.00584,0.173828125,0.35205078125,1.9384765625,20.69157509157509,-147.24004884004884,-16.49328449328449,0.23651123046875,1.42669677734375,0.64849853515625,0.111328125,0.3642578125,2.03955078125,231.95555555555555,62.97435897435897,56.676923076923075,-0.57220458984375,-0.00762939453125,0.99945068359375,-1.18798828125,0.56884765625,1.5380859375,-83.06617826617827,74.06984126984126,-52.47863247863248,-0.25177001953125,1.1749267578125,0.83160400390625,0
0.15625,-1.33251953125,1.46875,55.17753357753357,-23.84029304029304,-100.15921855921856,-1.13677978515625,1.0528564453125,2.41851806640625,1636102650.000997,0.169921875,0.35595703125,1.935546875,20.39169719169719,-146.79023199023197,-15.443711843711844,-0.1220703125,1.1444091796875,0.66375732421875,0.10498046875,0.36669921875,2.0390625,232.25543345543343,63.57411477411477,57.12673992673992,-1.09100341796875,-0.1220703125,0.66375732421875,-1.18994140625,0.5703125,1.53515625,-84.11575091575091,71.97069597069597,-51.72893772893773,-0.35858154296875,1.53350830078125,0.86212158203125,0
0.150390625,-1.32958984375,1.47509765625,54.27789987789988,-23.24053724053724,-99.55946275946276,-1.129150390625,0.67138671875,2.12860107421875,1636102654.995494,0.18212890625,0.359375,1.93896484375,19.64200244200244,-146.4903540903541,-15.743589743589743,-0.1220703125,1.44195556640625,0.640869140625,0.10595703125,0.3701171875,2.04736328125,232.25543345543343,63.57411477411477,57.87643467643468,-0.885009765625,-0.1068115234375,0.732421875,-1.20458984375,0.5849609375,1.53564453125,-83.21611721611721,73.17020757020757,-53.67814407814408,-0.38909912109375,1.89971923828125,0.52642822265625,0
0.1484375,-1.32373046875,1.46533203125,55.62735042735043,-23.99023199023199,-100.3091575091575,-1.45721435546875,0.67138671875,2.5177001953125,1636102659.991028,0.17041015625,0.35693359375,1.9423828125,18.29255189255189,-147.24004884004884,-15.443711843711844,0.05340576171875,1.3427734375,0.79345703125,0.1162109375,0.3564453125,2.03173828125,232.55531135531135,62.52454212454212,58.176312576312576,-0.7476806640625,-0.16021728515625,0.64849853515625,-1.20361328125,0.58349609375,1.5400390625,-81.26691086691086,74.06984126984126,-53.82808302808303,-0.3814697265625,1.129150390625,0.823974609375,0
0.1494140625,-1.31884765625,1.4677734375,55.47741147741147,-23.54041514041514,-100.15921855921856,-1.2969970703125,0.95367431640625,2.44140625,1636102665.076304,0.17333984375,0.36083984375,1.94189453125,20.24175824175824,-148.13968253968252,-14.244200244200243,0.1983642578125,1.220703125,0.79345703125,0.11279296875,0.3720703125,2.04052734375,233.15506715506714,64.77362637362637,56.97680097680097,-0.946044921875,-0.06103515625,0.762939453125,-1.20068359375,0.5732421875,1.53515625,-82.91623931623931,72.57045177045177,-51.87887667887668,-0.12969970703125,1.06048583984375,0.86212158203125,0
0.1572265625,-1.32080078125,1.4677734375,55.47741147741147,-24.88986568986569,-99.1096459096459,-1.495361328125,0.60272216796875,2.44140625,1636102670.026377,0.18115234375,0.36279296875,1.9462890625,19.34212454212454,-147.24004884004884,-15.443711843711844,-0.06866455078125,1.2664794921875,0.55694580078125,0.1103515625,0.36328125,2.04443359375,232.25543345543343,62.82442002442002,56.826862026862024,-0.6561279296875,-0.1068115234375,0.72479248046875,-1.19775390625,0.57763671875,1.53466796875,-82.61636141636141,72.27057387057387,-51.72893772893773,-0.43487548828125,1.35040283203125,0.762939453125,0
0.1494140625,-1.33251953125,1.4755859375,54.577777777777776,-23.690354090354088,-100.6090354090354,-1.4801025390625,0.640869140625,2.2430419921875,1636102675.021457,0.17138671875,0.359375,1.9345703125,19.64200244200244,-148.5894993894994,-14.694017094017093,-0.030517578125,1.39617919921875,0.8697509765625,0.1083984375,0.3671875,2.04541015625,231.5057387057387,62.82442002442002,55.47741147741147,-0.84686279296875,-0.16021728515625,0.9613037109375,-1.20166015625,0.56884765625,1.53515625,-82.91623931623931,72.87032967032967,-52.628571428571426,-0.17547607421875,1.129150390625,0.66375732421875,0
0.142578125,-1.32373046875,1.45751953125,54.877655677655675,-23.690354090354088,-99.55946275946276,-1.220703125,0.6866455078125,2.3193359375,1636102680.015127,0.171875,0.35498046875,1.93994140625,19.941880341880342,-148.43956043956044,-14.544078144078144,-0.09918212890625,1.21307373046875,0.5950927734375,0.11572265625,0.36572265625,2.044921875,230.15628815628816,64.47374847374847,58.626129426129424,-0.9765625,-0.00762939453125,0.74005126953125,-1.193359375,0.58349609375,1.53662109375,-83.36605616605617,74.06984126984126,-54.12796092796093,-0.213623046875,1.25885009765625,0.74005126953125,0
0.15185546875,-1.3271484375,1.46923828125,55.17753357753357,-23.84029304029304,-99.4095238095238,-1.02996826171875,0.640869140625,2.47955322265625,1636102685.011019,0.17822265625,0.36181640625,1.947265625,22.49084249084249,-147.53992673992673,-14.094261294261294,0.06103515625,1.19781494140625,0.579833984375,0.111328125,0.37158203125,2.03564453125,231.65567765567764,62.97435897435897,56.97680097680097,-1.007080078125,-0.0457763671875,1.01470947265625,-1.203125,0.5732421875,1.5283203125,-82.91623931623931,71.82075702075701,-51.87887667887668,-0.3204345703125,1.434326171875,0.81634521484375,0
0.1552734375,-1.3251953125,1.4716796875,53.82808302808303,-23.99023199023199,-99.55946275946276,-1.2359619140625,0.762939453125,2.4566650390625,1636102690.006466,0.18017578125,0.35400390625,1.9384765625,21.14139194139194,-148.28962148962148,-17.242979242979242,0.12969970703125,1.31988525390625,0.5950927734375,0.11181640625,0.36083984375,2.04150390625,232.85518925518926,62.82442002442002,56.826862026862024,-0.86212158203125,-0.2593994140625,0.55694580078125,-1.1943359375,0.5703125,1.52490234375,-83.36605616605617,71.97069597069597,-53.52820512820512,-0.1983642578125,1.15966796875,0.90789794921875,0
0.15234375,-1.32275390625,1.46533203125,55.32747252747252,-23.24053724053724,-100.0092796092796,-1.2054443359375,0.5950927734375,2.4566650390625,1636102695.001562,0.17236328125,0.357421875,1.939453125,20.99145299145299,-148.43956043956044,-14.544078144078144,0.091552734375,1.190185546875,0.81634521484375,0.10986328125,0.3662109375,2.05029296875,232.25543345543343,64.32380952380952,57.42661782661782,-0.93841552734375,-0.06103515625,0.885009765625,-1.1982421875,0.58349609375,1.53955078125,-83.96581196581197,72.87032967032967,-53.67814407814408,-0.20599365234375,1.53350830078125,0.64849853515625,0
0.14990234375,-1.3251953125,1.47119140625,56.227106227106226,-22.79072039072039,-99.7094017094017,-1.28173828125,0.61798095703125,2.50244140625,1636102699.996672,0.1826171875,0.35986328125,1.931640625,20.24175824175824,-148.43956043956044,-14.544078144078144,-0.1068115234375,1.2664794921875,0.69427490234375,0.1171875,0.37060546875,2.0439453125,233.15506715506714,63.42417582417582,57.72649572649573,-0.6561279296875,-0.0762939453125,0.5645751953125,-1.19873046875,0.57958984375,1.5400390625,-82.91623931623931,73.91990231990232,-53.228327228327224,-0.43487548828125,1.59454345703125,1.0223388671875,0
0.14453125,-1.3212890625,1.45654296875,54.877655677655675,-25.03980463980464,-100.3091575091575,-1.18255615234375,0.86212158203125,2.62451171875,1636102704.991201,0.173828125,0.35888671875,1.93994140625,20.99145299145299,-146.34041514041513,-14.993894993894994,-0.1373291015625,1.44195556640625,0.5950927734375,0.0986328125,0.35986328125,2.03369140625,232.7052503052503,63.42417582417582,56.227106227106226,-0.83160400390625,-0.09918212890625,0.83160400390625,-1.19970703125,0.578125,1.552734375,-82.31648351648352,73.76996336996336,-52.778510378510376,-0.213623046875,1.31988525390625,0.7476806640625,0
